1286405	PAT	N/A				AJO44427.1	Sequence 32 from patent US 8603792	Unknown		
1286405	PAT	N/A				AKX80183.1	Sequence 3 from patent US 8999676	Unknown		
1286405	PAT	N/A				APM96014.1	Sequence 3 from patent US 9290800	Unknown		
1286405	PAT	N/A				APN30378.1	Sequence 3 from patent US 9296999	Unknown		
1286405	PAT	N/A				AQN08219.1	Sequence 32 from patent US 9365838	Unknown		
1286405	PAT	N/A				AQN08244.1	Sequence 6 from patent US 9365839	Unknown		
1286405	PAT	N/A				AQN40062.1	Sequence 3 from patent US 9399766	Unknown		
1286405	PAT	N/A				ARI26899.1	Sequence 3 from patent US 9476035	Unknown		
1286405	PAT	N/A				ATK55303.1	Sequence 32 from patent US 9567629	Unknown		
1286405	PAT	N/A				AUF54687.1	Sequence 8 from patent US 9714915	Unknown		
1286405	PAT	N/A				AUF60736.1	Sequence 3 from patent US 9719073	Unknown		
1286405	PAT	N/A				AVA78228.1	Sequence 3 from patent US 9758774	Unknown		
1286405	PAT	N/A				AVX98508.1	Sequence 3 from patent US 9873911	Unknown		
1286405	PAT	N/A				AYI57131.1	Sequence 8 from patent US 10059987	Unknown		
1286405	PAT	N/A				AZJ86979.1	Sequence 32 from patent US 10093972	Unknown		
1286405	PAT	N/A				AZJ87004.1	Sequence 6 from patent US 10093973	Unknown		
1286405	PAT	N/A				QBD05493.1	Sequence 3 from patent US 10167455	Unknown		
1286405	PAT	N/A				QFO45855.1	Sequence 8 from patent US 10344325	Unknown		
1286405	PAT	N/A				QFO83811.1	Sequence 3 from patent US 10358634	Unknown		
1286405	PAT	N/A				QNA69989.1	Sequence 3 from patent US 10626456	Unknown		
1286405	PAT	N/A				QPT61906.1	Sequence 3 from patent US 10669299	Unknown		
1286405	PAT	N/A				QPT79575.1	Sequence 3 from patent US 10676788	Unknown		
1286405	PAT	N/A				QPY27415.1	Sequence 3 from patent US 10781483	Unknown		
1286405	PAT	N/A				QRJ76701.1	Sequence 3 from patent US 10815465	Unknown		
1286405	PAT	N/A				QWX27737.1	Sequence 2 from patent US 10934533	Unknown		
1286405	PAT	N/A				QXD51429.1	Sequence 3 from patent US 10975362	Unknown		
1286405	PAT	N/A				QYQ77422.1	Sequence 32 from patent US 11015220	Unknown		
1286405	PAT	N/A				QYU18315.1	Sequence 8 from patent US 11047004	Unknown		
1286405	PAT	N/A				UOS79274.1	Sequence 3 from patent US 11198906	Unknown		
1286405	PAT	N/A				UOS83044.1	Sequence 3 from patent US 11203689	Unknown		
1286405	PAT	N/A				WIR83665.1	Sequence 3 from patent US 11359235	Unknown		
1286405	PAT	N/A				WIS48429.1	Sequence 2 from patent US 11371028	Unknown		
1286405	PAT	N/A				WIU01227.1	Sequence 3 from patent US 11377644	Unknown		
1286405	PAT	N/A				WLJ58052.1	Sequence 6 from patent US 11453909	Unknown		
1286405	PAT	N/A				WLJ84963.1	Sequence 3 from patent US 11466319	Unknown		
1286405	PAT	N/A				WLN83151.1	Sequence 32 from patent US 11542549	Unknown		
1286405	PAT	N/A				WYF37027.1	Sequence 3 from patent US 11884826	Unknown		
1286405	PAT	N/A				WYI56007.1	Sequence 3 from patent US 11891659	Unknown		
1286405	PAT	N/A				XEE78347.1	Sequence 23 from patent US 11959105	Unknown		
1286405	PAT	N/A				XEE79150.1	Sequence 828 from patent US 11959105	Unknown		
1286405	PAT	N/A				XEG13808.1	Sequence 3 from patent US 12018296	Unknown		
1286405	PAT	N/A				XEG61475.1	Sequence 3 from patent US 12037641	Unknown		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
262472243	RefSeq	NZ_MTSE01000016.1	17329	19896	+	WP_143436618.1	hypothetical protein	Hymenobacter crusticola	MIMBbqt21	GCF_002154225.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
461318084	INSDC	BK016733.1	5394	7865	-	DAE55716.1	Glucan 1,3-beta-glucosidase	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
46619673	RefSeq	NC_023556.1	63836	66289	-	YP_009004783.1	hypothetical protein	Achromobacter phage JWAlpha	JWAlpha	GCF_000914775.1
46619673	INSDC	KF787095.1	63836	66289	-	AHC94035.1	hypothetical protein	Achromobacter phage JWAlpha	JWAlpha	GCA_000914775.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
353895789	RefSeq	NZ_JAASTT010000023.1	55394	57844	+	WP_187133671.1	right-handed parallel beta-helix repeat-containing protein	Listeria portnoyi	FSL L7-1582	GCF_014322795.1
353895789	INSDC	JAASTT010000023.1	55394	57844	+	MBC6310622.1	right-handed parallel beta-helix repeat-containing protein	Listeria portnoyi	FSL L7-1582	GCA_014322795.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
462341335	INSDC	BK032718.1	8290	10737	-	DAF56525.1	Pectate lyase	Podoviridae sp. ctnWS46		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
82343270	RefSeq	NC_028800.1	33363	35816	+	YP_009198668.1	tail protein	Klebsiella phage K5		GCF_001500935.1
82343270	INSDC	KR149291.1	33363	35816	+	AKH49582.1	tail spike protein	Klebsiella phage K5		GCA_001500935.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
196812	RefSeq	NC_074969.1	173602	176073	+	NP_690538.1	myosin heavy chain	Heliothis zea nudivirus		GCF_002826785.1
196812	INSDC	AF451898.1	173602	176073	+	AAN04412.1	myosin heavy chain	Heliothis zea nudivirus 1		GCA_002826785.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
229683175	RefSeq	NZ_SCIN01000004.1	180301	182769	-	WP_128455794.1	tail fiber domain-containing protein	Sphingomonas sp. UV9	UV9	GCF_004101245.1
229683175	INSDC	SCIN01000004.1	180301	182769	-	RXD02485.1	tail fiber domain-containing protein	Sphingomonas sp. UV9	UV9	GCA_004101245.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
466582426	INSDC	BK039300.1	18227	20689	-	DAX33266.1	Spherulation-specific family 4	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
320903351	INSDC	DTYR01000083.1	217	2931	-	HID92774.1	ATP-dependent helicase	Candidatus Stahlbacteria bacterium		GCA_012961765.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
252675046	INSDC	VAZZ01000490.1	643	3654	+	TMJ35551.1	double-strand break repair protein AddB	Alphaproteobacteria bacterium		GCA_005884715.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
15373465	RefSeq	NC_014637.1	560881	563493	+	YP_003970136.1	DNA polymerase exonuclease subunit	Cafeteria roenbergensis virus BV-PW1	BV-PW1	GCF_000889395.1
15373465	INSDC	GU244497.1	560881	563493	+	ADO67537.1	putative helicase/exonuclease	Cafeteria roenbergensis virus BV-PW1	BV-PW1	GCA_000889395.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
320649064	INSDC	DTSP01000206.1	1	3027	+	HIA81405.1	double-strand break repair helicase AddA	Rhodospirillales bacterium		GCA_012965275.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
62745544	INSDC	JNSF01000005.1	15078	18113	-	KGA09189.1	hypothetical protein	actinobacterium acAMD-5		GCA_000754425.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
279163376	RefSeq	NC_049472.1	96191	99220	+	YP_009884728.1	tail protein	Klebsiella phage UPM 2146		GCF_009662955.1
279163376	INSDC	MN478483.1	96191	99220	+	QGF20652.1	hemolysin-type calcium-binding protein	Klebsiella phage UPM 2146		GCA_009662955.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
261524031	INSDC	MK892645.1	25086	28115	+	QDP54975.1	hypothetical protein	Prokaryotic dsDNA virus sp.		GCA_009654975.1
261524031	INSDC	MK892688.1	2968	5997	-	QDP57538.1	hypothetical protein	Prokaryotic dsDNA virus sp.		GCA_009655835.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
388310686	RefSeq	NZ_CP066744.1	1873974	1876967	+	WP_243660530.1	UvrD-helicase domain-containing protein	Miniphocaeibacter halophilus	AMB_01	GCF_016458825.1
388310686	INSDC	CP066744.1	1873974	1876967	+	QQK07494.1	UvrD-helicase domain-containing protein	Miniphocaeibacter halophilus	AMB_01	GCA_016458825.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
462644525	INSDC	BK035361.1	8280	11189	+	DAG95619.1	Baseplate component	Herelleviridae sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
397752640	RefSeq	NZ_JADMTJ010000006.1	102462	105368	-	WP_202192597.1	hypothetical protein	Bacteroides uniformis	D6t1_180914_D10	GCF_015561145.1
397752640	INSDC	BK015247.1	20919	23825	+	DAD97741.1	tailspike protein	Podoviridae sp. ctrTt13		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
246667759	RefSeq	NZ_SUIB01000038.1	5210	8113	+	WP_287300725.1	right-handed parallel beta-helix repeat-containing protein	Mesorhizobium sp.		GCF_004962225.1
246667759	INSDC	SUIB01000038.1	5210	8113	+	TIN98298.1	hypothetical protein	Mesorhizobium sp.		GCA_004962225.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321562471	INSDC	LR796139.1	31784	34699	-	CAB4120955.1	Pectate lyase superfamily protein	uncultured Caudovirales phage		GCA_902982935.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
104710445	INSDC	KQ965567.1	86924	89905	-	KXO16905.1	UvrD/REP helicase	Clostridiales bacterium KA00134	KA00134	GCA_001574395.1
104710445	INSDC	LTAF01000006.1	86924	89905	-	KXO16905.1	UvrD/REP helicase	Clostridiales bacterium KA00134	KA00134	GCA_001574395.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
217837505	INSDC	MK072508.1	15871	18831	+	AYV86514.1	Uvr helicase/DDEDDh 3'-5' exonuclease	Sylvanvirus sp.		GCA_003814245.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
25443197	INSDC	CP003096.1	342711	345638	-	AER66057.1	hypothetical protein	Thermovirga lienii DSM 17291	DSM 17291	GCA_000233775.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
552663206	INSDC	ON169962.1	80842	83883	+	UQS93039.1	hypothetical protein	Salmonella phage BRM 13313		GCA_024751995.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
41568848	INSDC	CAYV010000050.1	114556	117663	+	CCY79892.1	aTP-dependent helicase/nuclease subunit A	Mycoplasma sp. CAG:877		GCA_000433455.1
41568848	INSDC	HF992499.1	114556	117663	+	CCY79892.1	aTP-dependent helicase/nuclease subunit A	Mycoplasma sp. CAG:877		GCA_000433455.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
462600135	INSDC	BK016182.1	5963	9067	+	DAG00543.1	tail spike protein	Myoviridae sp. ctJ2i1		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
165891921	INSDC	PAFV01000016.1	52665	55763	-	MAW39930.1	hypothetical protein	Kiritimatiellaceae bacterium		GCA_002704365.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
319043438	INSDC	DUVE01000053.1	2507	5614	-	HHX16819.1	UvrD-helicase domain-containing protein	Mollicutes bacterium		GCA_012841205.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
79132051	RefSeq	NZ_BAZW01000027.1	3709	6837	+	WP_062125756.1	exodeoxyribonuclease V subunit gamma	Geofilum rubicundum JCM 15548	JCM 15548	GCF_000974365.1
79132051	INSDC	BAZW01000027.1	3709	6837	+	GAO30632.1	exodeoxyribonuclease V gamma chain	Geofilum rubicundum JCM 15548	JCM 15548	GCA_000974365.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
402441333	INSDC	LR881137.1	113052	116171	+	CAD5240864.1	putative tailspike protein	Klebsiella phage vB_KqM-Westerburg		GCA_904067395.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
41785990	INSDC	CBDJ010000031.1	18955	22050	+	CDB28272.1	aTP-dependent helicase/nuclease subunit A	Firmicutes bacterium CAG:582		GCA_000435515.1
41785990	INSDC	FR884175.1	18955	22050	+	CDB28272.1	aTP-dependent helicase/nuclease subunit A	Firmicutes bacterium CAG:582		GCA_000435515.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
377803618	RefSeq	NC_070984.1	10077	13142	+	YP_010673306.1	tail fiber protein	Escherichia phage ES17		GCF_009744855.1
377803618	INSDC	MN508615.2	10077	13142	+	QPL11059.1	tail fibers protein	Escherichia phage ES17		GCA_009744855.2
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
462341481	INSDC	BK032721.1	140120	143164	+	DAF56636.1	tail protein	Myoviridae sp. ctWb16		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
34448241	RefSeq	NC_020813.1	2017275	2020319	-	WP_015470693.1	UvrD-helicase domain-containing protein	Pseudobdellovibrio exovorus JSS	JSS	GCF_000348725.1
34448241	INSDC	CP003537.1	2017275	2020319	-	AGH96203.1	exonuclease RexA	Pseudobdellovibrio exovorus JSS	JSS	GCA_000348725.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
348136	RefSeq	NC_000117.1	727817	730897	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis D/UW-3/CX	D/UW-3/CX	GCF_000008725.1
348136	RefSeq	NC_012686.1	730432	733512	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis B/Jali20/OT	Jali20	GCF_000026925.1
348136	RefSeq	NC_012687.1	730358	733438	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis B/TZ1A828/OT	B/TZ1A828/OT	GCF_000026905.1
348136	RefSeq	NC_017430.1	727643	730723	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis G/11222	G/11222	GCF_000092705.1
348136	RefSeq	NC_017434.1	727820	730900	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis D-EC	D-EC	GCF_000092485.1
348136	RefSeq	NC_017436.1	727818	730898	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis D-LC	D-LC	GCF_000093005.1
348136	RefSeq	NC_020941.1	728144	731224	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis G/SotonG1	G/SotonG1	GCF_000318745.1
348136	RefSeq	NC_020943.1	728046	731126	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis D/SotonD5	D/SotonD5	GCF_000318605.1
348136	RefSeq	NC_020965.1	728325	731405	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis K/SotonK1	K/SotonK1	GCF_000318805.1
348136	RefSeq	NC_020968.1	728451	731531	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis D/SotonD6	D/SotonD6	GCF_000318625.1
348136	RefSeq	NC_021888.1	731381	734461	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis RC-F(s)/852	RC-F(s)/852	GCF_000441635.1
348136	RefSeq	NC_021889.1	724148	727228	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis RC-J/953	RC-J/953	GCF_000441675.1
348136	RefSeq	NC_021890.1	731341	734421	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis RC-F(s)/342	RC-F(s)/342	GCF_000441715.1
348136	RefSeq	NC_021891.1	731466	734546	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis RC-J(s)/122	RC-J(s)/122	GCF_000441735.1
348136	RefSeq	NC_021892.1	728467	731547	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis J/6276tet1	J/6276tet1	GCF_000441775.1
348136	RefSeq	NC_021895.1	731429	734509	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis RC-F/69	RC-F/69	GCF_000441585.1
348136	RefSeq	NC_021896.1	724159	727239	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis RC-J/943	RC-J/943	GCF_000441655.1
348136	RefSeq	NC_021898.1	724160	727240	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis RC-J/966	RC-J/966	GCF_000441755.1
348136	RefSeq	NC_021899.1	723754	726834	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis RC-J/971	RC-J/971	GCF_000441795.1
348136	RefSeq	NC_022109.1	726893	729973	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	D/14-96	GCF_000590695.1
348136	RefSeq	NC_022120.1	728467	731547	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	Ia20-97	GCF_000590715.1
348136	RefSeq	NC_022121.1	728491	731571	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	J/31-98	GCF_000590755.1
348136	RefSeq	NZ_ABYD01000001.1	728467	731547	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis 6276		GCF_000173475.1
348136	RefSeq	NZ_ABYE01000001.1	728466	731546	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis 6276s		GCF_000173495.1
348136	RefSeq	NZ_ABYF01000001.1	733284	736364	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis 70		GCF_000173515.1
348136	RefSeq	NZ_ABYG01000001.1	731341	734421	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis 70s		GCF_000173535.1
348136	RefSeq	NZ_BCAM01000012.1	126852	129932	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	male 54	GCF_001293965.1
348136	RefSeq	NZ_CP007131.1	728585	731665	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis D/CS637/11	D/CS637/11	GCF_001183765.1
348136	RefSeq	NZ_CP010571.1	728003	731083	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	Ia/CS190/96	GCF_001183845.1
348136	RefSeq	NZ_CP016420.1	730537	733617	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SB006930	GCF_001729845.1
348136	RefSeq	NZ_CP016424.1	730537	733617	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SB013112	GCF_001729885.1
348136	RefSeq	NZ_CP017732.1	733806	736886	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ20	GCF_002776845.1
348136	RefSeq	NZ_CP017733.1	733807	736887	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ24	GCF_002776885.1
348136	RefSeq	NZ_CP017734.1	728275	731355	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ06	GCF_002776915.1
348136	RefSeq	NZ_CP017735.1	728319	731399	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ07	GCF_002776935.1
348136	RefSeq	NZ_CP017736.1	727864	730944	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ09	GCF_002776955.1
348136	RefSeq	NZ_CP017737.1	727872	730952	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ10	GCF_002776975.1
348136	RefSeq	NZ_CP017738.1	727873	730953	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ12	GCF_002776995.1
348136	RefSeq	NZ_CP017739.1	727875	730955	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ14	GCF_002777015.1
348136	RefSeq	NZ_CP017740.1	733973	737053	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ01	GCF_002777035.1
348136	RefSeq	NZ_CP017741.1	733973	737053	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ02	GCF_002777055.1
348136	RefSeq	NZ_CP017742.1	733973	737053	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ05	GCF_002777075.1
348136	RefSeq	NZ_CP017745.1	733592	736672	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ15	GCF_002777135.1
348136	RefSeq	NZ_CP017746.1	733591	736671	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SQ19	GCF_002777155.1
348136	RefSeq	NZ_CP018052.1	734310	737390	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	QH111L	GCF_001885175.1
348136	RefSeq	NZ_CP020535.1	727691	730771	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	chxRP4F1	GCF_002088315.1
348136	RefSeq	NZ_CP020536.1	727667	730747	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	chxRP4D10	GCF_002088335.1
348136	RefSeq	NZ_CP020537.1	727673	730753	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	chxRP1H1	GCF_002088355.1
348136	RefSeq	NZ_CP156061.1	733284	736364	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	BQ05_F_6370	GCF_039778305.1
348136	RefSeq	NZ_CP156062.1	733284	736364	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	BQ05_M04431_F_6370	GCF_039778315.1
348136	RefSeq	NZ_CP156063.1	727982	731062	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	BQ06_D0_J_p225	GCF_039778325.1
348136	RefSeq	NZ_CP156064.1	727983	731063	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	BQ06_K06160_J_p225	GCF_039778335.1
348136	RefSeq	NZ_CP156065.1	727983	731063	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	BQ06_L04117_J_p225	GCF_039778345.1
348136	RefSeq	NZ_CVNW01000001.1	122985	126065	+	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	R33512extract	GCF_001398275.1
348136	RefSeq	NZ_CVNX01000002.1	123001	126081	+	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	R4175extract	GCF_001398255.1
348136	RefSeq	NZ_JPNC01000001.1	727831	730911	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	SC98	GCF_003788915.1
348136	RefSeq	NZ_JPNK01000001.1	727803	730883	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	022V1	GCF_003788725.1
348136	RefSeq	NZ_JPNL01000002.1	669422	672502	-	WP_009872009.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	021V1	GCF_003788715.1
348136	RefSeq	NC_000117.1	727817	730897	-	NP_220157.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis D/UW-3/CX	D/UW-3/CX	GCF_000008725.1
348136	Swiss-Prot	N/A				O84645.1	RecBCD enzyme subunit RecB	Chlamydia trachomatis D/UW-3/CX		
348136	INSDC	AE001273.1	727817	730897	-	AAC68243.1	Exodeoxyribonuclease V, Beta	Chlamydia trachomatis D/UW-3/CX	D/UW-3/CX	GCA_000008725.1
348136	INSDC	CP001888.1	727643	730723	-	ADH19275.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis G/11222	G/11222	GCA_000092705.1
348136	INSDC	CP002052.1	727820	730900	-	ADI51315.1	Exodeoxyribonuclease V beta chain	Chlamydia trachomatis D-EC	D-EC	GCA_000092485.1
348136	INSDC	CP002054.1	727818	730898	-	ADI52327.1	Exodeoxyribonuclease V beta chain	Chlamydia trachomatis D-LC	D-LC	GCA_000093005.1
348136	INSDC	CP002671.1	731429	734509	-	AGR94076.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis RC-F/69	RC-F/69	GCA_000441585.1
348136	INSDC	CP002673.1	731381	734461	-	AGR95922.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis RC-F(s)/852	RC-F(s)/852	GCA_000441635.1
348136	INSDC	CP002674.1	724159	727239	-	AGR96880.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis RC-J/943	RC-J/943	GCA_000441655.1
348136	INSDC	CP002675.1	724148	727228	-	AGR97803.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis RC-J/953	RC-J/953	GCA_000441675.1
348136	INSDC	CP002677.1	731341	734421	-	AGR99641.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis RC-F(s)/342	RC-F(s)/342	GCA_000441715.1
348136	INSDC	CP002678.1	731466	734546	-	AGS00589.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis RC-J(s)/122	RC-J(s)/122	GCA_000441735.1
348136	INSDC	CP002679.1	724160	727240	-	AGS01533.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis RC-J/966	RC-J/966	GCA_000441755.1
348136	INSDC	CP002680.1	728467	731547	-	AGS02459.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis J/6276tet1	J/6276tet1	GCA_000441775.1
348136	INSDC	CP002681.1	723754	726834	-	AGS03415.1	exodeoxyribonuclease V beta chain	Chlamydia trachomatis RC-J/971	RC-J/971	GCA_000441795.1
348136	INSDC	CP006677.1	726893	729973	-	AGT70170.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	D/14-96	GCA_000590695.1
348136	INSDC	CP006678.1	728467	731547	-	AGT71093.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	Ia20-97	GCA_000590715.1
348136	INSDC	CP006680.1	728491	731571	-	AGT72935.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	J/31-98	GCA_000590755.1
348136	INSDC	CP007131.1	728585	731665	-	AKR32809.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis D/CS637/11	D/CS637/11	GCA_001183765.1
348136	INSDC	CP010571.1	728003	731083	-	AKR41675.1	exodeoxyribonuclease V subunit beta	Chlamydia trachomatis	Ia/CS190/96	GCA_001183845.1
