## Wed Mar 12 03:12:31 2025
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MAM74105.1	1110502.TMO_3242	0.0	1791.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
YP_010659586.1	1239384.K4MPY5_9CAUD	1.37e-110	369.0	4QCCZ@10239|Viruses,4QYIM@35237|dsDNA viruses  no RNA stage,4QQNX@28883|Caudovirales	28883|Caudovirales	S	virion	-	-	-	-	-	-	-	-	-	-	-	-	-
MBV6397739.1	1123057.P872_04345	7.4e-105	322.0	COG3420@1|root,COG3420@2|Bacteria,4NEGT@976|Bacteroidetes,47KEF@768503|Cytophagia	976|Bacteroidetes	P	Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
KAB2915978.1	761193.Runsl_0113	1.26e-114	350.0	COG3420@1|root,COG3420@2|Bacteria,4NEGT@976|Bacteroidetes,47KEF@768503|Cytophagia	976|Bacteroidetes	P	Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
AMB48646.1	379529.B0YLJ5_GHVS	4.73e-306	833.0	4QE5W@10239|Viruses	10239|Viruses	S	nuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
NP_200845.1	3702.AT5G60370.1	1.56e-295	806.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta,3HPHU@3699|Brassicales	35493|Streptophyta	S	PD-(D/E)XK nuclease superfamily	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
PKL85366.1	1237149.C900_03369	6.09e-109	333.0	COG3420@1|root,COG3420@2|Bacteria,4NEGT@976|Bacteroidetes,47KEF@768503|Cytophagia	976|Bacteroidetes	P	Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
AWJ66275.1	123214.PERMA_1260	1.38e-124	374.0	COG3420@1|root,COG3420@2|Bacteria	2|Bacteria	P	alginic acid biosynthetic process	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
TAM97514.1	1279009.ADICEAN_01491	8.05e-120	362.0	COG3420@1|root,COG3420@2|Bacteria,4NEGT@976|Bacteroidetes,47KEF@768503|Cytophagia	976|Bacteroidetes	P	Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
WP_231425143.1	1122605.KB893644_gene1252	6.06e-235	656.0	COG5434@1|root,COG5434@2|Bacteria,4NEM8@976|Bacteroidetes,1IQ39@117747|Sphingobacteriia	976|Bacteroidetes	G	PFAM glycoside hydrolase family 28	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,Pectate_lyase_3
XP_062173201.1	3750.XP_008358302.1	5.58e-205	576.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta,4JNN7@91835|fabids	35493|Streptophyta	S	exonuclease V	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
WP_069378615.1	1502852.FG94_05002	3.05e-45	174.0	2EK6T@1|root,33DX6@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3,Peptidase_S74
NMC32966.1	1121920.AUAU01000019_gene2582	5.96e-54	191.0	COG5434@1|root,COG5434@2|Bacteria	2|Bacteria	M	polygalacturonase activity	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Glyco_hydro_28,Pectate_lyase_3
WP_092374888.1	563192.HMPREF0179_03247	2.29e-113	343.0	COG5377@1|root,COG5377@2|Bacteria,1R7HX@1224|Proteobacteria,42NBW@68525|delta/epsilon subdivisions,2WISN@28221|Deltaproteobacteria,2M8D3@213115|Desulfovibrionales	28221|Deltaproteobacteria	L	YqaJ viral recombinase family	-	-	-	-	-	-	-	-	-	-	-	-	-
PWZ18667.1	4577.GRMZM2G153666_P01	1.1e-291	797.0	COG5434@1|root,2QSBG@2759|Eukaryota,37P0F@33090|Viridiplantae,3G8UM@35493|Streptophyta,3KQG0@4447|Liliopsida,3I44P@38820|Poales	35493|Streptophyta	G	Glycosyl hydrolases family 28	-	-	3.2.1.67	ko:K01213	ko00040,ko01100,map00040,map01100	M00081	R01982,R07413	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28,Pectate_lyase_3
NP_181560.1	3702.AT2G40310.1	7.49e-303	824.0	COG5434@1|root,2QRSR@2759|Eukaryota,37QIP@33090|Viridiplantae,3G75V@35493|Streptophyta,3HP3Q@3699|Brassicales	35493|Streptophyta	G	Contains the following InterPro domains Pectin lyase fold virulence factor (InterPro IPR011050), Pectin lyase fold (InterPro IPR012334), Glycoside hydrolase, family 28 (InterPro IPR000743)	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.67	ko:K01213	ko00040,ko01100,map00040,map01100	M00081	R01982,R07413	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
XP_042194802.1	13735.ENSPSIP00000019511	1.78e-117	353.0	KOG4760@1|root,KOG4760@2759|Eukaryota,38GGP@33154|Opisthokonta,3BAJ9@33208|Metazoa,3D522@33213|Bilateria,485T4@7711|Chordata,494EX@7742|Vertebrata,4CFRV@8459|Testudines	33208|Metazoa	S	PD-(D/E)XK nuclease superfamily	EXO5	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0008409,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0031974,GO:0031981,GO:0033554,GO:0034641,GO:0035312,GO:0036297,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045145,GO:0046483,GO:0046983,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
GIW45474.1	608538.HTH_0160	1.1e-121	365.0	COG3420@1|root,COG3420@2|Bacteria,2G4NQ@200783|Aquificae	200783|Aquificae	P	Periplasmic copper-binding protein (NosD)	-	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
XP_025981702.2	3847.GLYMA15G23310.1	2.5e-291	795.0	COG5434@1|root,2RPZQ@2759|Eukaryota,37SY6@33090|Viridiplantae,3G9S0@35493|Streptophyta,4JSNK@91835|fabids	35493|Streptophyta	G	Glycosyl hydrolases family 28	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.15	ko:K01184	ko00040,ko01100,map00040,map01100	M00081	R01982,R02360	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
PZU65210.1	627192.SLG_21690	1.78e-71	232.0	2DIG9@1|root,3036R@2|Bacteria,1NBN1@1224|Proteobacteria	1224|Proteobacteria	L	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
YP_009345259.1	694581.D2XAY4_GBMV	4.44e-77	254.0	4QD1Z@10239|Viruses,4QYIH@35237|dsDNA viruses  no RNA stage	10239|Viruses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAA2615026.1	42345.XP_008789060.1	2.92e-152	443.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta,3KUR7@4447|Liliopsida	35493|Streptophyta	S	Exonuclease V - a 5' deoxyribonuclease	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
YP_009238811.1	694581.D2XAP8_GBMV	3.69e-33	137.0	4QEQC@10239|Viruses,4QUS5@35237|dsDNA viruses  no RNA stage	10239|Viruses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_040721844.1	35720.XP_003652765.1	5.5e-32	135.0	KOG4760@1|root,KOG4760@2759|Eukaryota,38GGP@33154|Opisthokonta,3P0J7@4751|Fungi,3QKAY@4890|Ascomycota,213BZ@147550|Sordariomycetes,3U7R3@5139|Sordariales,3HCXP@35718|Chaetomiaceae	4751|Fungi	S	Exonuclease V - a 5' deoxyribonuclease	-	GO:0000002,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008297,GO:0008409,GO:0009987,GO:0016043,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0034641,GO:0035312,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0045145,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
CAB4200298.1	466051.A7XX75_9CAUD	5.6e-20	95.5	4QDRF@10239|Viruses,4QW5Y@35237|dsDNA viruses  no RNA stage,4QU1J@28883|Caudovirales,4QMT8@10699|Siphoviridae	10699|Siphoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_022960566.1	3656.XP_008443656.1	5.71e-241	668.0	COG5434@1|root,2QTIV@2759|Eukaryota,37T2A@33090|Viridiplantae,3GAIB@35493|Streptophyta,4JRFF@91835|fabids	35493|Streptophyta	G	Polygalacturonase-like	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.15	ko:K01184	ko00040,ko01100,map00040,map01100	M00081	R01982,R02360	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
WP_173982634.1	207559.Dde_3432	4.84e-147	431.0	COG5377@1|root,COG5377@2|Bacteria,1R7HX@1224|Proteobacteria,42NBW@68525|delta/epsilon subdivisions,2WISN@28221|Deltaproteobacteria,2M8D3@213115|Desulfovibrionales	28221|Deltaproteobacteria	L	YqaJ viral recombinase family	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_184536052.1	1121946.AUAX01000012_gene6529	3.03e-177	510.0	COG5434@1|root,COG5434@2|Bacteria	2|Bacteria	M	polygalacturonase activity	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
WP_280447014.1	1133849.O3I_015005	0.0	869.0	29WEI@1|root,30I09@2|Bacteria,2GZAU@201174|Actinobacteria,4FY4R@85025|Nocardiaceae	201174|Actinobacteria	S	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3
WP_213103615.1	1243664.CAVL020000056_gene2398	1.08e-118	361.0	COG3420@1|root,COG3420@2|Bacteria,1UN63@1239|Firmicutes,4HDJ8@91061|Bacilli,1ZRYJ@1386|Bacillus	91061|Bacilli	P	Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
WP_246188258.1	665952.HMPREF1015_02742	6.23e-209	599.0	COG5434@1|root,COG5434@2|Bacteria,1TSDM@1239|Firmicutes,4HF01@91061|Bacilli,1ZB2S@1386|Bacillus	91061|Bacilli	M	Pectate lyase superfamily protein	yobO	-	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3,Peptidase_G2
YP_009949400.1	373406.Q1A069_9CAUD	3.82e-165	479.0	4QH13@10239|Viruses,4QT10@28883|Caudovirales,4QNAI@10699|Siphoviridae	10699|Siphoviridae	S	nuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_030633655.1	7955.ENSDARP00000105428	2.1e-129	386.0	KOG4760@1|root,KOG4760@2759|Eukaryota,38GGP@33154|Opisthokonta,3BAJ9@33208|Metazoa,3D522@33213|Bilateria,485T4@7711|Chordata,494EX@7742|Vertebrata,49ZMN@7898|Actinopterygii	33208|Metazoa	L	Exonuclease 5	EXO5	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0008409,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0031974,GO:0031981,GO:0033554,GO:0034641,GO:0035312,GO:0036297,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045145,GO:0046483,GO:0046983,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
MAS94272.1	756272.Plabr_4218	4.26e-88	283.0	COG5434@1|root,COG5434@2|Bacteria,2IX4E@203682|Planctomycetes	203682|Planctomycetes	M	Periplasmic copper-binding protein (NosD)	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,NosD,Pectate_lyase_3
MBM83682.1	344747.PM8797T_15341	6.15e-172	496.0	2DV29@1|root,33TNQ@2|Bacteria	2|Bacteria	S	Periplasmic copper-binding protein (NosD)	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_154615458.1	1131730.BAVI_24188	5.99e-137	410.0	COG3420@1|root,COG3420@2|Bacteria,1UWPV@1239|Firmicutes,4I2FZ@91061|Bacilli,1ZMA8@1386|Bacillus	91061|Bacilli	P	Periplasmic copper-binding protein (NosD)	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
WP_052442248.1	1294265.JCM21738_431	5.31e-232	647.0	COG3420@1|root,COG3420@2|Bacteria,1UN63@1239|Firmicutes,4HDJ8@91061|Bacilli,1ZRYJ@1386|Bacillus	91061|Bacilli	P	Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
NP_188308.1	3702.AT3G16850.1	0.0	926.0	COG5434@1|root,2QTPQ@2759|Eukaryota,37IYV@33090|Viridiplantae,3G7N7@35493|Streptophyta,3HXC5@3699|Brassicales	35493|Streptophyta	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28
XP_020086645.1	42345.XP_008789060.1	2.61e-161	468.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta,3KUR7@4447|Liliopsida	35493|Streptophyta	S	Exonuclease V - a 5' deoxyribonuclease	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
EKE9231551.1	1395983.A0A067Y166_9CAUD	8.69e-65	238.0	4QFIT@10239|Viruses,4QX60@35237|dsDNA viruses  no RNA stage,4QQWB@28883|Caudovirales,4QNBD@10744|Podoviridae	10744|Podoviridae	S	outer membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
NLZ51390.1	742727.HMPREF9447_02398	4.14e-157	460.0	COG5434@1|root,COG5434@2|Bacteria,4NEM8@976|Bacteroidetes,2FMYC@200643|Bacteroidia,4ANZX@815|Bacteroidaceae	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_2,Glyco_hydro_28,Glyco_hydro_43,Pectate_lyase_3
QNN99809.1	562742.F4YXQ3_9CAUD	8.23e-121	368.0	4QC5D@10239|Viruses,4QVY9@35237|dsDNA viruses  no RNA stage,4QPVU@28883|Caudovirales,4QM4F@10699|Siphoviridae	10699|Siphoviridae	S	Protein of unknown function (DUF2800)	-	-	-	-	-	-	-	-	-	-	-	-	-
HID31785.1	671143.DAMO_2896	1.87e-96	318.0	COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2NNZG@2323|unclassified Bacteria	2|Bacteria	L	UvrD/REP helicase N-terminal domain	-	-	3.6.4.12	ko:K03657,ko:K07465	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_181975854.1	470145.BACCOP_02885	0.0	913.0	COG5434@1|root,COG5434@2|Bacteria,4NEM8@976|Bacteroidetes,2FMYC@200643|Bacteroidia,4ANZX@815|Bacteroidaceae	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_2,Glyco_hydro_28,Glyco_hydro_43,Pectate_lyase_3
KAG8073250.1	4533.OB03G11910.1	0.0	866.0	COG5434@1|root,2SIII@2759|Eukaryota,37Y1E@33090|Viridiplantae,3GXTR@35493|Streptophyta,3KVCK@4447|Liliopsida,3I4XK@38820|Poales	35493|Streptophyta	G	Glycosyl hydrolases family 28	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28
WP_288648258.1	565664.EFXG_02395	3.35e-304	830.0	COG5434@1|root,COG5434@2|Bacteria,1TR9Q@1239|Firmicutes,4HU0R@91061|Bacilli,4B044@81852|Enterococcaceae	91061|Bacilli	M	Glycosyl hydrolases family 28	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28
NYH16629.1	1500897.JQNA01000002_gene3823	1.36e-228	652.0	COG1199@1|root,COG1199@2|Bacteria,1MVRJ@1224|Proteobacteria,2VHYM@28216|Betaproteobacteria,1K01G@119060|Burkholderiaceae	28216|Betaproteobacteria	KL	helicase	-	-	3.6.4.12	ko:K10844	ko03022,ko03420,map03022,map03420	M00290	-	-	ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	DEAD_2,Helicase_C_2
MEM2929863.1	1454010.JEOE01000056_gene1221	1.42e-120	366.0	COG5434@1|root,COG5434@2|Bacteria,2II7D@201174|Actinobacteria	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	Alpha_L_fucos,CBM_35,F5_F8_type_C,Glyco_hydro_28,Pectate_lyase_3
QHB42727.1	1480731.X2KUH8_9CAUD	7.94e-16	88.2	4QAK6@10239|Viruses,4QPBY@28883|Caudovirales	28883|Caudovirales	S	N-acetylmuramoyl-L-alanine amidase activity	-	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0008150,GO:0016032,GO:0016787,GO:0016798,GO:0019012,GO:0019058,GO:0019062,GO:0022610,GO:0044403,GO:0044406,GO:0044409,GO:0044411,GO:0044419,GO:0044423,GO:0044650,GO:0051701,GO:0051704,GO:0051828,GO:0051830,GO:0085027,GO:0098015,GO:0098024	-	-	-	-	-	-	-	-	-	-	-
WP_066461739.1	1334046.AYTB01000017_gene1174	4.43e-59	206.0	COG3420@1|root,COG3420@2|Bacteria,1UN63@1239|Firmicutes,4HAZN@91061|Bacilli,26F98@186818|Planococcaceae	91061|Bacilli	P	Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
WP_093784670.1	1449355.JQNR01000003_gene110	6.15e-282	774.0	29WBG@1|root,30HX1@2|Bacteria,2H97P@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3
XP_020359323.1	8010.XP_010863730.1	3.94e-190	542.0	KOG4760@1|root,KOG4760@2759|Eukaryota,38GGP@33154|Opisthokonta,3BAJ9@33208|Metazoa,3D522@33213|Bilateria,485T4@7711|Chordata,494EX@7742|Vertebrata,49ZMN@7898|Actinopterygii	33208|Metazoa	L	Exonuclease 5	EXO5	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0008409,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0031974,GO:0031981,GO:0033554,GO:0034641,GO:0035312,GO:0036297,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045145,GO:0046483,GO:0046983,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
YP_010582713.1	698486.D2XJA4_9CAUD	8.02e-188	535.0	4QC5D@10239|Viruses,4QVY9@35237|dsDNA viruses  no RNA stage,4QPVU@28883|Caudovirales,4QM4F@10699|Siphoviridae	10699|Siphoviridae	S	Protein of unknown function (DUF2800)	-	-	-	-	-	-	-	-	-	-	-	-	-
TXJ26053.1	762903.Pedsa_3402	6.88e-172	523.0	COG3250@1|root,COG5434@1|root,COG3250@2|Bacteria,COG5434@2|Bacteria,4NEM8@976|Bacteroidetes,1IQ39@117747|Sphingobacteriia	976|Bacteroidetes	G	PFAM glycoside hydrolase family 28	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_2,Glyco_hydro_28,Glyco_hydro_43,Pectate_lyase_3
YP_002128497.1	551895.B5AX82_9CAUD	7.37e-308	840.0	4QHHD@10239|Viruses,4QVRE@35237|dsDNA viruses  no RNA stage,4QRG5@28883|Caudovirales,4QIUS@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_202779832.1	1104325.M7W_2496	0.0	890.0	COG5434@1|root,COG5434@2|Bacteria,1TQQW@1239|Firmicutes,4HDV0@91061|Bacilli,4B0WF@81852|Enterococcaceae	91061|Bacilli	G	Glycosyl hydrolases family 28	picA	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,Pectate_lyase_3
OZJ04592.1	1236514.BAKL01000081_gene4760	6.24e-19	91.7	COG5434@1|root,COG5434@2|Bacteria,4NFSC@976|Bacteroidetes,2FNQN@200643|Bacteroidia,4ANYM@815|Bacteroidaceae	976|Bacteroidetes	M	Right handed beta helix region	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,Pectate_lyase_3
WP_073082474.1	883158.HMPREF9140_00806	4.68e-37	149.0	2E6UE@1|root,331E4@2|Bacteria,4P1E7@976|Bacteroidetes,2FWEE@200643|Bacteroidia	976|Bacteroidetes	S	Right handed beta helix region	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix
WP_087570262.1	1449063.JMLS01000002_gene1074	1.36e-83	270.0	COG5434@1|root,COG5434@2|Bacteria,1TQQW@1239|Firmicutes,4HDV0@91061|Bacilli	91061|Bacilli	M	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28
WP_074967513.1	1446473.JHWH01000008_gene95	1.05e-259	718.0	COG3420@1|root,COG3420@2|Bacteria,1MVCD@1224|Proteobacteria,2TQTC@28211|Alphaproteobacteria,2PW39@265|Paracoccus	28211|Alphaproteobacteria	P	Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
YP_009214802.1	1100814.G8FS26_9CAUD	1.14e-193	548.0	4QGCG@10239|Viruses,4QVZ0@35237|dsDNA viruses  no RNA stage,4QU4W@28883|Caudovirales,4QMX9@10699|Siphoviridae	10699|Siphoviridae	S	PD-(D/E)XK nuclease superfamily	-	-	-	-	-	-	-	-	-	-	-	-	-
OQX50650.1	1206558.I7K331_9CAUD	1.26e-17	87.8	4QEQ5@10239|Viruses,4QURZ@35237|dsDNA viruses  no RNA stage,4QRWD@28883|Caudovirales,4QKI2@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GER57687.1	4155.Migut.D02184.1.p	1.63e-157	456.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta,44H4K@71274|asterids	35493|Streptophyta	F	PD-(D/E)XK nuclease superfamily	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
WP_235183881.1	1244531.CIG1485E_a0049	1.1e-254	699.0	COG5377@1|root,COG5377@2|Bacteria,1R7HX@1224|Proteobacteria,42PAT@68525|delta/epsilon subdivisions,2YNJ2@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	L	YqaJ viral recombinase family	-	-	3.1.12.1	ko:K07464	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Cas_Cas4,PDDEXK_1
MBA2418529.1	1033730.CAHG01000012_gene2184	1.08e-100	327.0	COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2GM2E@201174|Actinobacteria,4DP1P@85009|Propionibacteriales	201174|Actinobacteria	L	Belongs to the helicase family. UvrD subfamily	uvrD2	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_190615497.1	403833.Pmob_1093	7.62e-127	375.0	COG2251@1|root,COG2251@2|Bacteria,2GCW6@200918|Thermotogae	200918|Thermotogae	S	RNase_H superfamily	-	-	-	-	-	-	-	-	-	-	-	-	HHH_5,RNase_H_2
