Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP
A0A1B1IU91,KT997818,178.0,14.0,0.995,0.00162,88.0,163.0,151.0,0.9263803680981596,uncultured Mediterranean phage,1868660.0,BFVD,FoldSeek,ABV
B0YLJ5,EF568108,162.0,13.5,0.994,0.00162,87.0,163.0,111.0,0.6809815950920245,Glossina pallidipes salivary gland hypertrophy virus,379529.0,BFVD,FoldSeek,ABV
A0A355VWH5,DOCA01000162,124.0,16.9,1.0,0.001646,110.0,163.0,112.0,0.6871165644171779,Holosporales bacterium,2053559.0,AFDB50,FoldSeek,ABV
A0A7J4MYK3,DUFK01000048,119.0,20.1,1.0,0.001646,123.0,163.0,115.0,0.7055214723926381,Nanoarchaeota archaeon,2026764.0,AFDB50,FoldSeek,ABV
A0A7J4MYK3,DUFV01000011,119.0,20.1,1.0,0.001646,123.0,163.0,115.0,0.7055214723926381,Nanoarchaeota archaeon,2026764.0,AFDB50,FoldSeek,ABV
A0A7J4MYK3,DUHQ01000010,119.0,20.1,1.0,0.001646,123.0,163.0,115.0,0.7055214723926381,Nanoarchaeota archaeon,2026764.0,AFDB50,FoldSeek,ABV
V9KX68,JW871183,221.0,12.2,0.999,0.001646,99.0,163.0,149.0,0.9141104294478528,Callorhinchus milii,7868.0,AFDB50,FoldSeek,ABV
A0A1M5Q3W3,FQWY01000029,172.0,16.8,0.997,0.001646,92.0,163.0,148.0,0.9079754601226994,Thermosyntropha lipolytica DSM 11003,1123382.0,AFDB50,FoldSeek,ABV
A0A1G8CGP9,FNCP01000013,135.0,15.5,0.994,0.001646,87.0,163.0,122.0,0.7484662576687117,Desulfosporosinus hippei DSM 8344,1121419.0,AFDB50,FoldSeek,ABV
A0A497J818,QMWC01000179,521.0,11.5,1.0,0.001647,103.0,559.0,426.0,0.7620751341681574,Candidatus Hydrothermarchaeota archaeon,2250275.0,AFDB50,FoldSeek,GC1
A0A7C1ECU4,DSCA01000005,591.0,9.6,0.994,0.001647,87.0,559.0,525.0,0.9391771019677996,Thermoplasmatales archaeon,2268204.0,AFDB50,FoldSeek,GC1
A0A6J5SEL9,LR796529,534.0,13.1,0.988,0.001647,82.0,559.0,425.0,0.7602862254025045,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J5SEL9,LR797038,534.0,13.1,0.988,0.001647,82.0,559.0,425.0,0.7602862254025045,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J5SEL9,LR797392,534.0,13.1,0.988,0.001647,82.0,559.0,425.0,0.7602862254025045,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A2W4IU19,QGUG01000586,452.0,11.2,1.0,0.001723,100.0,559.0,400.0,0.7155635062611807,Actinomycetia bacterium,1883427.0,AFDB50,FoldSeek,GC1
A0A1H7UZN4,FNZZ01000008,500.0,9.8,1.0,0.001723,117.0,559.0,415.0,0.7423971377459749,Sphingomonas palmae,1855283.0,AFDB50,FoldSeek,GC1
A0A1F7AEA2,MFXB01000013,475.0,10.5,1.0,0.001723,127.0,559.0,424.0,0.7584973166368515,Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_01_FULL_48_20,1801898.0,AFDB50,FoldSeek,GC1
A0A343JND1,MF448572,617.0,10.5,1.0,0.001723,103.0,559.0,504.0,0.9016100178890876,Lactococcus phage 96603,2029676.0,BFVD,FoldSeek,GC1
A0A1G2E391,MHMA01000019,608.0,11.0,1.0,0.001723,114.0,559.0,516.0,0.9230769230769232,Candidatus Nealsonbacteria bacterium RIFCSPHIGHO2_01_FULL_43_31,1801665.0,AFDB50,FoldSeek,GC1
J3JD07,ALJD01000016,478.0,11.5,0.999,0.001723,99.0,559.0,424.0,0.7584973166368515,Halogranum salarium B-1,1210908.0,AFDB50,FoldSeek,GC1
A0A0F8YYJ3,LAZR01066689,455.0,11.4,0.998,0.001723,95.0,559.0,409.0,0.7316636851520573,marine sediment metagenome,412755.0,AFDB50,FoldSeek,GC1
I1L6G7,CM000842,483.0,9.9,0.998,0.001729,93.0,559.0,382.0,0.6833631484794276,Glycine max,3847.0,AFDB-Proteome,FoldSeek,GC1
A0A6J5LNB1,LR796291,175.0,11.4,0.998,0.001729,93.0,163.0,142.0,0.8711656441717791,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A6J5LNB1,LR797174,175.0,11.4,0.998,0.001729,93.0,163.0,142.0,0.8711656441717791,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A8S5QGQ1,BK015652,112.0,18.7,0.991,0.001729,84.0,163.0,109.0,0.6687116564417178,Myoviridae sp. ctdNl2,2825140.0,BFVD,FoldSeek,ABV
A0A8S5SUZ4,BK032679,135.0,15.5,0.988,0.001729,82.0,163.0,133.0,0.8159509202453987,Siphoviridae sp. ctKwY15,2827843.0,BFVD,FoldSeek,ABV
A0A843HLV3,JAGCAI010000051,271.0,16.6,1.0,0.001742,107.0,266.0,251.0,0.943609022556391,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,Chedec11
A0A4P5TIL7,BJGP01000007,145.0,15.1,1.0,0.001757,119.0,163.0,117.0,0.7177914110429447,Bacteroidetes bacterium,1898104.0,AFDB50,FoldSeek,ABV
A0A7C1Y7E1,DRKF01000191,129.0,10.0,1.0,0.001757,125.0,163.0,120.0,0.7361963190184049,Acidimicrobiales bacterium,2201156.0,AFDB50,FoldSeek,ABV
A0A847LHB2,JAAYVD010000083,144.0,18.0,1.0,0.001757,111.0,163.0,120.0,0.7361963190184049,Candidatus Riflebacteria bacterium,2053586.0,AFDB50,FoldSeek,ABV
A0A0R2TN39,LICH01000077,185.0,11.3,1.0,0.001757,112.0,163.0,129.0,0.7914110429447853,Rhodobacter sp. BACL10 MAG-120910-bin24,1655597.0,AFDB50,FoldSeek,ABV
A0A6V6ZJP0,CAIWNQ010000002,190.0,10.5,1.0,0.001757,119.0,163.0,133.0,0.8159509202453987,Ruegeria sp. THAF57,2744555.0,AFDB50,FoldSeek,ABV
A0A397RVW2,QXEV01000001,142.0,15.4,1.0,0.001757,105.0,163.0,134.0,0.8220858895705522,Anaeroplasma bactoclasticum,2088.0,AFDB50,FoldSeek,ABV
A0A3N5PIH7,RPPY01000028,194.0,10.8,0.998,0.001757,94.0,163.0,145.0,0.8895705521472392,Deltaproteobacteria bacterium,2026735.0,AFDB50,FoldSeek,ABV
A0A535UN72,VBHE01000170,628.0,9.3,1.0,0.001802,140.0,559.0,422.0,0.7549194991055456,Chloroflexi bacterium,2026724.0,AFDB50,FoldSeek,GC1
A0A4U1L4N0,SWKR01000002,648.0,9.8,0.996,0.001802,90.0,559.0,546.0,0.9767441860465116,Sphingomonas baiyangensis,2572576.0,AFDB50,FoldSeek,GC1
Q9SUP5,AY062697,490.0,10.0,0.994,0.001808,87.0,559.0,381.0,0.6815742397137746,Arabidopsis thaliana,3702.0,AFDB-Proteome,FoldSeek,GC1
Q9SUP5,AY128793,490.0,10.0,0.994,0.001808,87.0,559.0,381.0,0.6815742397137746,Arabidopsis thaliana,3702.0,AFDB-Proteome,FoldSeek,GC1
Q9SUP5,AL035394,490.0,10.0,0.994,0.001808,87.0,559.0,381.0,0.6815742397137746,Arabidopsis thaliana,3702.0,AFDB-Proteome,FoldSeek,GC1
Q9SUP5,AL161560,490.0,10.0,0.994,0.001808,87.0,559.0,381.0,0.6815742397137746,Arabidopsis thaliana,3702.0,AFDB-Proteome,FoldSeek,GC1
C6T824,BT093616,551.0,9.4,0.971,0.001808,76.0,559.0,425.0,0.7602862254025045,Glycine max,3847.0,AFDB-Proteome,FoldSeek,GC1
C6T824,CM000849,551.0,9.4,0.971,0.001808,76.0,559.0,425.0,0.7602862254025045,Glycine max,3847.0,AFDB-Proteome,FoldSeek,GC1
A0A3G8F638,MK113949,189.0,12.6,1.0,0.001845,106.0,163.0,141.0,0.8650306748466258,Phage 5P_1,2492473.0,BFVD,FoldSeek,ABV
A0A3Q9JJK9,MH884512,231.0,9.9,0.999,0.001845,98.0,163.0,151.0,0.9263803680981596,Bacillus phage vB_BpsS-140,2419621.0,BFVD,FoldSeek,ABV
A0A3B9WXF3,DMEJ01000338,128.0,13.2,1.0,0.001875,107.0,163.0,112.0,0.6871165644171779,Lachnospiraceae bacterium,1898203.0,AFDB50,FoldSeek,ABV
A0A3D8IWE2,NXLU01000002,156.0,14.1,1.0,0.001875,103.0,163.0,128.0,0.7852760736196319,Helicobacter cholecystus,45498.0,AFDB50,FoldSeek,ABV
A0A3D8IWE2,LR134518,156.0,14.1,1.0,0.001875,103.0,163.0,128.0,0.7852760736196319,Helicobacter cholecystus,45498.0,AFDB50,FoldSeek,ABV
B3EG07,CP001097,153.0,15.0,1.0,0.001875,104.0,163.0,135.0,0.8282208588957055,Chlorobium limicola DSM 245,290315.0,AFDB50,FoldSeek,ABV
A0A2N5RH98,LNDD01000002,131.0,12.2,0.999,0.001875,99.0,163.0,124.0,0.7607361963190185,Thermotoga sp. SG1,126739.0,AFDB50,FoldSeek,ABV
A0A7W5YW38,JACIAZ010000013,665.0,8.8,0.992,0.001885,85.0,559.0,511.0,0.9141323792486584,Rhizobium sp. BK591,2586985.0,AFDB50,FoldSeek,GC1
A0A3S6PU05,MG197810,621.0,9.3,0.956,0.001885,73.0,559.0,510.0,0.9123434704830052,Klebsiella phage 1611E-K2-1,2047786.0,BFVD,FoldSeek,GC1
A0A3G5AIT8,MK072508,167.0,10.7,0.999,0.001969,99.0,163.0,124.0,0.7607361963190185,Sylvanvirus sp.,2487774.0,BFVD,FoldSeek,ABV
A0A6J7XNB2,LR798460,188.0,14.3,0.997,0.001969,92.0,163.0,153.0,0.9386503067484664,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A8S5R569,BK015821,194.0,15.4,0.961,0.001969,74.0,163.0,145.0,0.8895705521472392,Ackermannviridae sp. ctaCq7,2827294.0,BFVD,FoldSeek,ABV
A0A898KBH3,MW589261,143.0,14.6,0.923,0.001969,69.0,163.0,132.0,0.8098159509202454,Staphylococcus phage vB-SscS-F1,2812861.0,BFVD,FoldSeek,ABV
E7S0A3,AEQP01000022,495.0,10.9,1.0,0.001972,127.0,559.0,401.0,0.7173524150268337,Lautropia mirabilis ATCC 51599,887898.0,AFDB50,FoldSeek,GC1
V4Q727,AWGC01000018,520.0,12.1,1.0,0.001972,120.0,559.0,446.0,0.7978533094812165,Asticcacaulis sp. AC402,1282361.0,AFDB50,FoldSeek,GC1
A0A1Q3EIW7,BDGU01000396,470.0,12.9,0.996,0.001972,90.0,559.0,407.0,0.7280858676207513,Lentinula edodes,5353.0,AFDB50,FoldSeek,GC1
A0A4Q2MBS5,JACCBI010000001,644.0,10.4,0.992,0.001972,85.0,559.0,453.0,0.8103756708407871,Agromyces atrinae,592376.0,AFDB50,FoldSeek,GC1
A0A4Q2MBS5,SDPM01000001,644.0,10.4,0.992,0.001972,85.0,559.0,453.0,0.8103756708407871,Agromyces atrinae,592376.0,AFDB50,FoldSeek,GC1
A0A6G7PWI9,CP048877,112.0,16.9,1.0,0.002001,111.0,163.0,99.0,0.6073619631901841,Thermosulfuriphilus ammonigenes,1936021.0,AFDB50,FoldSeek,ABV
A0A832IW44,DRRZ01000199,116.0,19.8,1.0,0.002001,109.0,163.0,107.0,0.656441717791411,Epsilonproteobacteria bacterium,2026809.0,AFDB50,FoldSeek,ABV
A0A497PDQ5,QMYR01000043,136.0,11.7,1.0,0.002001,109.0,163.0,119.0,0.7300613496932515,Candidatus Thorarchaeota archaeon,2053491.0,AFDB50,FoldSeek,ABV
A0A350BVL9,DNBZ01000268,146.0,14.3,1.0,0.002001,102.0,163.0,127.0,0.7791411042944786,Bacteroidetes bacterium,1898104.0,AFDB50,FoldSeek,ABV
A0A3D2SVK4,DPVH01000259,150.0,12.0,1.0,0.002001,105.0,163.0,137.0,0.8404907975460123,Rhodospirillaceae bacterium,1898112.0,AFDB50,FoldSeek,ABV
A0A4Y9UFV3,SPVJ01000072,150.0,6.6,1.0,0.002001,108.0,163.0,147.0,0.901840490797546,Bradyrhizobium sp. MOS001,2133948.0,AFDB50,FoldSeek,ABV
A0A240AR21,LT906467,191.0,9.9,1.0,0.002001,100.0,163.0,148.0,0.9079754601226994,Corynebacterium imitans,156978.0,AFDB50,FoldSeek,ABV
A0A661AY62,QNEC01000088,231.0,12.5,1.0,0.002001,111.0,163.0,152.0,0.9325153374233128,bacterium,1869227.0,AFDB50,FoldSeek,ABV
A0A349ZVG7,DNAD01000366,148.0,14.8,0.997,0.002001,91.0,163.0,130.0,0.7975460122699386,Lachnospiraceae bacterium,1898203.0,AFDB50,FoldSeek,ABV
W2UNS0,AYXY01000019,488.0,12.2,1.0,0.002063,114.0,559.0,406.0,0.7262969588550984,Zhouia amylolytica AD3,1286632.0,AFDB50,FoldSeek,GC1
B6UB39,EU974454,484.0,11.3,0.984,0.002069,80.0,559.0,407.0,0.7280858676207513,Zea mays,4577.0,AFDB-Proteome,FoldSeek,GC1
B6UB39,CM000782,484.0,11.3,0.984,0.002069,80.0,559.0,407.0,0.7280858676207513,Zea mays,4577.0,AFDB-Proteome,FoldSeek,GC1
A0A516MB95,MK892785,182.0,12.0,0.986,0.002102,81.0,163.0,147.0,0.901840490797546,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,ABV
A0A6M5CDH1,MT360681,180.0,8.3,0.981,0.002102,79.0,163.0,127.0,0.7791411042944786,Hanrivervirus hv2019SD1,2736192.0,BFVD,FoldSeek,ABV
A0A6J5MFE0,LR796415,181.0,13.8,0.981,0.002102,79.0,163.0,145.0,0.8895705521472392,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A0K0N697,KR011064,162.0,11.7,0.975,0.002102,77.0,163.0,126.0,0.7730061349693251,Tinduovirus TIN3,1982571.0,BFVD,FoldSeek,ABV
A0A8F2FA83,MZ274225,206.0,11.6,0.975,0.002102,77.0,163.0,156.0,0.9570552147239264,Salmonella phage fmb-p1,2849081.0,BFVD,FoldSeek,ABV
A0A516M0B9,MK892725,195.0,12.3,0.961,0.002102,74.0,163.0,144.0,0.8834355828220859,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,ABV
A0A1J0MJ25,KY000085,113.0,31.8,1.0,0.002119,134.0,167.0,113.0,0.6766467065868264,Staphylococcus phage SCH111,1913582.0,BFVD,FoldSeek,St134
A0A1I7AHX2,FPAT01000007,138.0,7.9,1.0,0.002136,116.0,163.0,124.0,0.7607361963190185,Actinopolyspora righensis,995060.0,AFDB50,FoldSeek,ABV
A0A0F2HAQ8,JZAM01000360,143.0,9.7,1.0,0.002136,114.0,163.0,126.0,0.7730061349693251,Vibrio sp. S234-5,1616781.0,AFDB50,FoldSeek,ABV
A0A7J4LZ98,DUHZ01000043,242.0,8.2,1.0,0.002136,111.0,163.0,132.0,0.8098159509202454,Candidatus Micrarchaeota archaeon,2250274.0,AFDB50,FoldSeek,ABV
A0A645BM68,VSSQ01021012,174.0,12.6,1.0,0.002136,119.0,163.0,133.0,0.8159509202453987,bioreactor metagenome,1076179.0,AFDB50,FoldSeek,ABV
A0A660R3R5,QNAK01000013,201.0,12.9,1.0,0.002136,115.0,163.0,136.0,0.8343558282208589,Verrucomicrobia bacterium,2026799.0,AFDB50,FoldSeek,ABV
U3TCI3,AP012489,169.0,13.0,1.0,0.002136,117.0,163.0,138.0,0.8466257668711656,Aeropyrum camini SY1 = JCM 12091,1198449.0,AFDB50,FoldSeek,ABV
A0A533I0L1,VAFL01000015,227.0,11.4,1.0,0.002136,107.0,163.0,148.0,0.9079754601226994,Paracoccus denitrificans,266.0,AFDB50,FoldSeek,ABV
A0A7C0U2E8,DRBS01000193,136.0,10.2,0.998,0.002136,93.0,163.0,121.0,0.7423312883435583,Candidatus Desulfofervidus auxilii,1621989.0,AFDB50,FoldSeek,ABV
A0A1F4U7U1,MEUJ01000002,156.0,15.3,0.997,0.002136,91.0,163.0,151.0,0.9263803680981596,candidate division WOR-1 bacterium RIFOXYC2_FULL_46_14,1802587.0,AFDB50,FoldSeek,ABV
A0A554M8M4,VMGV01000020,537.0,8.0,1.0,0.002158,100.0,559.0,383.0,0.6851520572450805,Parcubacteria group bacterium Athens0714_25,2017163.0,AFDB50,FoldSeek,GC1
A0A0N1H5C3,LJCX01000030,653.0,13.4,1.0,0.002158,119.0,559.0,533.0,0.9534883720930232,Actinobacteria bacterium OV320,1592329.0,AFDB50,FoldSeek,GC1
A0A371F760,QJKJ01010277,516.0,8.5,0.999,0.002158,97.0,559.0,401.0,0.7173524150268337,Mucuna pruriens,157652.0,AFDB50,FoldSeek,GC1
A0A7D5G026,MT682706,525.0,9.5,0.999,0.002158,99.0,559.0,422.0,0.7549194991055456,Escherichia phage vB_EcoS_FP,2750857.0,BFVD,FoldSeek,GC1
A0A0D2DHQ7,KN846974,483.0,9.5,0.988,0.002165,82.0,559.0,387.0,0.6923076923076923,Fonsecaea pedrosoi CBS 271.37,1442368.0,AFDB-Proteome,FoldSeek,GC1
A0A481YQH7,MK500305,182.0,10.9,0.996,0.002243,89.0,163.0,148.0,0.9079754601226994,Pithovirus LCDPAC02,2506601.0,BFVD,FoldSeek,ABV
A0A516MKE7,MK892833,196.0,7.6,0.99,0.002243,83.0,163.0,154.0,0.9447852760736196,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,ABV
A0A160CAK3,KX015771,202.0,8.4,0.978,0.002243,78.0,163.0,153.0,0.9386503067484664,Salmonella phage phSE-5,1837219.0,BFVD,FoldSeek,ABV
A0A8S5RYQ7,BK032510,133.0,15.7,0.967,0.002243,75.0,163.0,113.0,0.6932515337423313,Myoviridae sp. ctNQV2,2827683.0,BFVD,FoldSeek,ABV
A0A1Y6BLT6,FXAI01000001,512.0,8.0,0.999,0.002257,97.0,559.0,380.0,0.6797853309481217,Alteromonadaceae bacterium Bs31,1304903.0,AFDB50,FoldSeek,GC1
O84645,AE001273,201.0,11.4,0.996,0.002264,89.0,163.0,114.0,0.6993865030674846,Chlamydia trachomatis D/UW-3/CX,272561.0,AFDB-SwissProt,FoldSeek,ABV
A0A2L0NC94,CP026498,107.0,16.8,1.0,0.002279,110.0,163.0,105.0,0.6441717791411042,Streptomyces sp. CB01881,2078691.0,AFDB50,FoldSeek,ABV
A0A1I2PH37,FOOW01000005,217.0,11.5,1.0,0.002279,110.0,163.0,136.0,0.8343558282208589,Prevotella sp. KH2C16,1855325.0,AFDB50,FoldSeek,ABV
A0A5E4JHZ8,CABMGC010000032,253.0,9.0,1.0,0.002279,119.0,163.0,139.0,0.852760736196319,uncultured archaeon,115547.0,AFDB50,FoldSeek,ABV
C3Z4X6,GG666582,192.0,15.6,0.949,0.002317,72.0,191.0,174.0,0.9109947643979056,Branchiostoma floridae,7739.0,AFDB50,FoldSeek,viph1008o
A0A1D7QE12,CP017141,451.0,11.7,1.0,0.002361,114.0,559.0,376.0,0.6726296958855098,Pedobacter steynii,430522.0,AFDB50,FoldSeek,GC1
A0A7C0YX02,DRBV01000032,431.0,9.5,0.998,0.002361,93.0,559.0,352.0,0.629695885509839,Thermococcus sp.,35749.0,AFDB50,FoldSeek,GC1
A0A2E7D9P0,PBMZ01000187,524.0,10.8,0.995,0.002361,88.0,559.0,425.0,0.7602862254025045,Planctomycetaceae bacterium,2026779.0,AFDB50,FoldSeek,GC1
A0A7S9SP03,MW082583,198.0,9.5,0.981,0.002394,79.0,163.0,146.0,0.8957055214723927,Serratia phage Tsm2,2787014.0,BFVD,FoldSeek,ABV
A0A7G9V0K4,MT764845,157.0,11.4,0.975,0.002394,77.0,163.0,123.0,0.754601226993865,Ruegeria phage Tedan,2759200.0,BFVD,FoldSeek,ABV
A0A1V3TKE8,CP020121,72.0,18.0,1.0,0.002433,121.0,163.0,69.0,0.4233128834355828,Comamonas kerstersii,225992.0,AFDB50,FoldSeek,ABV
A0A3B9WYA0,DMFN01000129,145.0,8.9,1.0,0.002433,108.0,163.0,124.0,0.7607361963190185,Gammaproteobacteria bacterium,1913989.0,AFDB50,FoldSeek,ABV
T0RDF2,AUNE01000029,141.0,13.4,1.0,0.002433,103.0,163.0,126.0,0.7730061349693251,Bacteriovorax sp. BSW11_IV,1353529.0,AFDB50,FoldSeek,ABV
A0A7C7WUQ5,DUBU01000012,205.0,10.7,1.0,0.002433,103.0,163.0,136.0,0.8343558282208589,Micavibrio sp.,2024841.0,AFDB50,FoldSeek,ABV
A0A4P5R6J4,BJFU01000002,211.0,15.1,1.0,0.002433,110.0,163.0,146.0,0.8957055214723927,Actinomycetia bacterium,1883427.0,AFDB50,FoldSeek,ABV
A0A7Y3RL53,JABFCX010000002,167.0,11.3,0.999,0.002433,96.0,163.0,133.0,0.8159509202453987,Parvularcula mediterranea,2732508.0,AFDB50,FoldSeek,ABV
A0A832G7B9,DSVI01000018,175.0,12.0,0.999,0.002433,98.0,163.0,151.0,0.9263803680981596,Ignavibacterium album,591197.0,AFDB50,FoldSeek,ABV
A0A2V9L804,QHZL01000023,514.0,12.4,1.0,0.00247,128.0,559.0,423.0,0.7567084078711985,Acidobacteria bacterium,1978231.0,AFDB50,FoldSeek,GC1
A0A6J5LQT5,LR796327,469.0,10.2,0.99,0.00247,83.0,559.0,402.0,0.7191413237924866,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A4Y5TMQ3,MK803322,182.0,12.6,0.978,0.002555,78.0,163.0,149.0,0.9141104294478528,unclassified Caudoviricetes,196894.0,BFVD,FoldSeek,ABV
D7F1G1,FJ436794,178.0,15.1,0.772,0.002555,60.0,163.0,136.0,0.8343558282208589,Batai virus,80942.0,BFVD,FoldSeek,ABV
A0A0A3HS16,JPVO01000055,454.0,11.8,1.0,0.002583,109.0,559.0,383.0,0.6851520572450805,Ureibacillus sinduriensis BLB-1 = JCM 15800,1384057.0,AFDB50,FoldSeek,GC1
A0A0E3GMN6,KP696447,508.0,11.4,0.999,0.002583,98.0,559.0,442.0,0.7906976744186046,Bacillus phage Stahl,1610832.0,BFVD,FoldSeek,GC1
A0A1Y2D0J7,MCOG01000092,452.0,10.1,0.986,0.002583,81.0,559.0,387.0,0.6923076923076923,Neocallimastix californiae,1754190.0,AFDB50,FoldSeek,GC1
A0A6B9LHC6,MN807240,454.0,10.1,0.986,0.002583,81.0,559.0,422.0,0.7549194991055456,Vibrio phage VP-HS15,2686284.0,BFVD,FoldSeek,GC1
A0A976RTZ7,ON375847,709.0,11.2,0.984,0.002583,80.0,559.0,547.0,0.9785330948121646,Moabitevirus,2843422.0,BFVD,FoldSeek,GC1
I1KI60,CM000840,493.0,10.5,0.991,0.002592,84.0,559.0,399.0,0.7137745974955277,Glycine max,3847.0,AFDB-Proteome,FoldSeek,GC1
A0A5C8B335,SSGX01000010,132.0,11.3,1.0,0.002597,111.0,163.0,108.0,0.6625766871165644,Neisseriales bacterium,2053582.0,AFDB50,FoldSeek,ABV
A0A849WNG4,JABWCH010000477,183.0,13.6,1.0,0.002597,105.0,163.0,133.0,0.8159509202453987,Candidatus Brocadiae bacterium,2517210.0,AFDB50,FoldSeek,ABV
A0A348UV69,DMVJ01000275,151.0,13.2,1.0,0.002597,100.0,163.0,136.0,0.8343558282208589,Desulfobacter sp.,2294.0,AFDB50,FoldSeek,ABV
A0A847IC38,JAAYXO010000077,216.0,10.6,1.0,0.002597,107.0,163.0,147.0,0.901840490797546,Gordonia sp.,84139.0,AFDB50,FoldSeek,ABV
A0A2H1L0H6,FXZI01000084,197.0,10.6,1.0,0.002597,105.0,163.0,150.0,0.9202453987730062,Brevibacterium aurantiacum,273384.0,AFDB50,FoldSeek,ABV
A0A2M7ZJH1,PFVA01000144,187.0,12.2,1.0,0.002597,105.0,163.0,156.0,0.9570552147239264,Ignavibacteriales bacterium CG_4_9_14_3_um_filter_30_11,1974043.0,AFDB50,FoldSeek,ABV
A0A7Y5L786,JABWBX010000163,148.0,11.4,0.986,0.002597,81.0,163.0,128.0,0.7852760736196319,candidate division KSB1 bacterium,2172550.0,AFDB50,FoldSeek,ABV
O53347,AL123456,215.0,9.7,0.998,0.0026,94.0,163.0,144.0,0.8834355828220859,Mycobacterium tuberculosis H37Rv,83332.0,AFDB-Proteome,FoldSeek,ABV
A0A8S5PFY2,BK015423,435.0,11.9,1.0,0.002702,127.0,559.0,381.0,0.6815742397137746,Podoviridae sp. ctCWF2,2825230.0,BFVD,FoldSeek,GC1
A0A7R8R6L1,LR881137,531.0,11.2,1.0,0.002702,113.0,559.0,448.0,0.8014311270125224,Klebsiella phage vB_KqM-Westerburg,2762832.0,BFVD,FoldSeek,GC1
A0A5B0W2Z2,VNIP01000008,672.0,10.8,0.99,0.002702,83.0,559.0,530.0,0.9481216457960644,Rhizobium tropici,398.0,AFDB50,FoldSeek,GC1
A0A3D6BCJ5,DPRR01000029,147.0,12.2,1.0,0.002772,107.0,163.0,126.0,0.7730061349693251,Ignavibacteriales bacterium,2049428.0,AFDB50,FoldSeek,ABV
A0A0Q4BC93,LJKL01000015,171.0,11.6,1.0,0.002772,119.0,163.0,133.0,0.8159509202453987,Methanomassiliicoccales archaeon RumEn M2,1713725.0,AFDB50,FoldSeek,ABV
A0A350YIH9,DNGD01000111,202.0,12.8,1.0,0.002772,103.0,163.0,136.0,0.8343558282208589,Rhodospirillaceae bacterium,1898112.0,AFDB50,FoldSeek,ABV
K1SGJ0,AJWZ01011103,144.0,12.5,1.0,0.002772,108.0,163.0,137.0,0.8404907975460123,human gut metagenome,408170.0,AFDB50,FoldSeek,ABV
A0A642V4I0,SWFS01000361,244.0,11.0,1.0,0.002772,116.0,163.0,138.0,0.8466257668711656,Trichomonascus ciferrii,44093.0,AFDB50,FoldSeek,ABV
A0A2E1U592,PAFV01000016,204.0,10.2,1.0,0.002772,105.0,163.0,138.0,0.8466257668711656,Kiritimatiellaceae bacterium,2026752.0,AFDB50,FoldSeek,ABV
A0A7V2I0Y8,DSHY01000045,159.0,20.1,1.0,0.002772,100.0,163.0,155.0,0.950920245398773,bacterium,1869227.0,AFDB50,FoldSeek,ABV
A0A7V2I0Y8,DSFT01000257,159.0,20.1,1.0,0.002772,100.0,163.0,155.0,0.950920245398773,bacterium,1869227.0,AFDB50,FoldSeek,ABV
A0A2W6WNQ3,QFQL01000019,160.0,11.8,0.999,0.002772,99.0,163.0,146.0,0.8957055214723927,Sphingobium sp.,1912891.0,AFDB50,FoldSeek,ABV
A0A2H0Z440,PEXS01000253,187.0,12.2,0.999,0.002772,97.0,163.0,156.0,0.9570552147239264,Ignavibacteria bacterium CG08_land_8_20_14_0_20_37_9,1974041.0,AFDB50,FoldSeek,ABV
A0A521ZP97,SCTJ01000090,502.0,8.5,1.0,0.002827,101.0,559.0,365.0,0.6529516994633273,Patescibacteria group bacterium,2052139.0,AFDB50,FoldSeek,GC1
A0A842VHF9,WJLH01000194,461.0,9.3,1.0,0.002827,101.0,559.0,393.0,0.7030411449016101,Candidatus Lokiarchaeota archaeon,2053489.0,AFDB50,FoldSeek,GC1
A0A842VHF9,WJKD01000460,461.0,9.3,1.0,0.002827,101.0,559.0,393.0,0.7030411449016101,Candidatus Lokiarchaeota archaeon,2053489.0,AFDB50,FoldSeek,GC1
A0A7W1T642,JABJVM010000005,654.0,8.7,1.0,0.002827,100.0,559.0,520.0,0.9302325581395348,Listeria rustica,2713503.0,AFDB50,FoldSeek,GC1
A0A151Z8Q3,LODT01000037,501.0,11.7,0.998,0.002827,95.0,559.0,375.0,0.6708407871198568,Tieghemostelium lacteum,361077.0,AFDB50,FoldSeek,GC1
